case,relative_hour,wind_speed_m_s,b,n,s
BCwave_b15n3s5,-6,43.99070814299018,1.5,3,5
BCwave_b15n3s5,-5,44.579918222546176,1.5,3,5
BCwave_b15n3s5,-4,44.644574961155215,1.5,3,5
BCwave_b15n3s5,-3,44.70693273561613,1.5,3,5
BCwave_b15n3s5,-2,45.10648242355605,1.5,3,5
BCwave_b15n3s5,-1,44.82243584883351,1.5,3,5
BCwave_b15n3s5,0,43.742460336086026,1.5,3,5
BCwave_b15n3s5,1,43.55463449864831,1.5,3,5
BCwave_b15n3s5,2,43.383708777861216,1.5,3,5
BCwave_b15n3s5,3,42.74356146493739,1.5,3,5
BCwave_b15n3s5,4,42.89340195395525,1.5,3,5
BCwave_b15n3s5,5,41.61260836574491,1.5,3,5
BCwave_b15n3s5,6,41.441180724870414,1.5,3,5
BCwave_b15n3s5,7,39.794748223438226,1.5,3,5
BCwave_b15n3s5,8,39.31122651424366,1.5,3,5
BCwave_b15n3s5,9,37.82210095868725,1.5,3,5
BCwave_b15n3s5,10,36.933383689191885,1.5,3,5
BCwave_b15n3s5,11,35.66313138201554,1.5,3,5
BCwave_b15n3s5,12,35.7570000697203,1.5,3,5
BCwave_b15n3s5,13,35.78669044092009,1.5,3,5
BCwave_b15n3s5,14,35.74624244103947,1.5,3,5
BCwave_b15n3s5,15,35.66992070540865,1.5,3,5
BCwave_b15n3s5,16,35.61588507987215,1.5,3,5
BCwave_b15n3s5,17,35.99331616199472,1.5,3,5
BCwave_b15n3s5,18,36.61696252664318,1.5,3,5
BCwave_b15n3s5,19,37.32249143797046,1.5,3,5
BCwave_b15n3s5,20,37.92306837024195,1.5,3,5
BCwave_b15n3s5,21,38.52631211372948,1.5,3,5
BCwave_b15n3s5,22,39.100894705170994,1.5,3,5
BCwave_b15n3s5,23,39.53324274315154,1.5,3,5
BCwave_b15n3s5,24,39.84788566960124,1.5,3,5
BCwave_b15n3s5,25,40.43548928928085,1.5,3,5
BCwave_b15n3s5,26,41.469626458800924,1.5,3,5
BCwave_b15n3s5,27,42.41488308905722,1.5,3,5
BCwave_b15n6,-27,33.61518806871544,1.5,6,0
BCwave_b15n6,-26,33.278166903708744,1.5,6,0
BCwave_b15n6,-25,33.54857968658797,1.5,6,0
BCwave_b15n6,-24,33.64449484827966,1.5,6,0
BCwave_b15n6,-23,33.5227386287731,1.5,6,0
BCwave_b15n6,-22,33.78095584402314,1.5,6,0
BCwave_b15n6,-21,33.94639580519104,1.5,6,0
BCwave_b15n6,-20,34.33939982892181,1.5,6,0
BCwave_b15n6,-19,34.17398039247243,1.5,6,0
BCwave_b15n6,-18,34.584902836502785,1.5,6,0
BCwave_b15n6,-17,34.551716060649696,1.5,6,0
BCwave_b15n6,-16,34.70125466078654,1.5,6,0
BCwave_b15n6,-15,34.863453430612296,1.5,6,0
BCwave_b15n6,-14,35.682542887948046,1.5,6,0
BCwave_b15n6,-13,36.510342357563715,1.5,6,0
BCwave_b15n6,-12,36.617294300193905,1.5,6,0
BCwave_b15n6,-11,36.91701666893438,1.5,6,0
BCwave_b15n6,-10,35.89126834122857,1.5,6,0
BCwave_b15n6,-9,35.93793394544476,1.5,6,0
BCwave_b15n6,-8,36.38124860819031,1.5,6,0
BCwave_b15n6,-7,36.01533575944077,1.5,6,0
BCwave_b15n6,-6,35.0066801789171,1.5,6,0
BCwave_b15n6,-5,34.848075378230064,1.5,6,0
BCwave_b15n6,-4,34.14740940202446,1.5,6,0
BCwave_b15n6,-3,33.70317858753799,1.5,6,0
BCwave_b15n6,-2,33.14627274238774,1.5,6,0
BCwave_b15n6,-1,32.82367484434693,1.5,6,0
BCwave_b15n6,0,32.33371037217112,1.5,6,0
BCwave_b15n6,1,31.834904340268448,1.5,6,0
BCwave_b15n6,2,31.336705740028602,1.5,6,0
BCwave_b15n6,3,30.834838705506844,1.5,6,0
BCwave_b15n6,4,30.17076549312262,1.5,6,0
BCwave_b15n6,5,30.05196504392834,1.5,6,0
BCwave_b15n6,6,30.35129346932152,1.5,6,0
BCwave_b15n6,7,30.51599919706307,1.5,6,0
BCwave_b15n6,8,30.90838649177073,1.5,6,0
BCwave_b15n6,9,31.10499214589086,1.5,6,0
BCwave_b15n6,10,31.071994449390886,1.5,6,0
BCwave_b15n6,11,31.070982558654045,1.5,6,0
BCwave_b15n6,12,31.122709985495856,1.5,6,0
BCwave_b15n6,13,30.924117113889018,1.5,6,0
BCwave_b15n6,14,30.551445068701476,1.5,6,0
BCwave_b15n6,15,30.08880688200335,1.5,6,0
BCwave_b15n6,16,30.27825386919859,1.5,6,0
BCwave_b15n6,17,30.469081680969857,1.5,6,0
BCwave_b15n6,18,30.615433337585554,1.5,6,0
BCwave_b15n6,19,30.653123673651077,1.5,6,0
BCwave_b15n6,20,30.618615456099423,1.5,6,0
BCwave_b15n6,21,30.650769164183643,1.5,6,0
BCwave_b15n6,22,31.287961129372384,1.5,6,0
BCwave_b15n6,23,31.86986659590411,1.5,6,0
BCwave_b15n6,24,32.393867986134694,1.5,6,0
BCwave_b15n6,25,32.75785562903845,1.5,6,0
BCwave_b15n6,26,33.109264307741604,1.5,6,0
BCwave_b15n6,27,33.61589260973541,1.5,6,0
BCwave_b15n6s10,-27,37.47100150367816,1.5,6,10
BCwave_b15n6s10,-26,37.86353816180953,1.5,6,10
BCwave_b15n6s10,-25,38.23619997287182,1.5,6,10
BCwave_b15n6s10,-24,38.03828652803963,1.5,6,10
BCwave_b15n6s10,-23,38.18417224225772,1.5,6,10
BCwave_b15n6s10,-22,37.93800692454417,1.5,6,10
BCwave_b15n6s10,-21,37.2645183935734,1.5,6,10
BCwave_b15n6s10,-20,36.91293832261279,1.5,6,10
BCwave_b15n6s10,-19,36.79813987745125,1.5,6,10
BCwave_b15n6s10,-18,36.41734970130106,1.5,6,10
BCwave_b15n6s10,-17,36.324288721958375,1.5,6,10
BCwave_b15n6s10,-16,36.69061514652025,1.5,6,10
BCwave_b15n6s10,-15,36.44238988356061,1.5,6,10
BCwave_b15n6s10,-14,37.23272962395993,1.5,6,10
BCwave_b15n6s10,-13,37.20239410300429,1.5,6,10
BCwave_b15n6s10,-12,38.046158936073255,1.5,6,10
BCwave_b15n6s10,-11,39.33116444283088,1.5,6,10
BCwave_b15n6s10,-10,40.04216070029519,1.5,6,10
BCwave_b15n6s10,-9,40.17897939190018,1.5,6,10
BCwave_b15n6s10,-8,40.558121877395706,1.5,6,10
BCwave_b15n6s10,-7,39.91657726510397,1.5,6,10
BCwave_b15n6s10,-6,40.703384386306986,1.5,6,10
BCwave_b15n6s10,-5,40.457809454749004,1.5,6,10
BCwave_b15n6s10,-4,38.71235179537647,1.5,6,10
BCwave_b15n6s10,-3,39.752722533002476,1.5,6,10
BCwave_b15n6s10,-2,39.44479548902522,1.5,6,10
BCwave_b15n6s10,-1,38.36311554427877,1.5,6,10
BCwave_b15n6s10,0,39.2301859381394,1.5,6,10
BCwave_b15n6s10,1,38.36290787474342,1.5,6,10
BCwave_b15n6s10,2,37.891563425666796,1.5,6,10
BCwave_b15n6s10,3,37.7724543056151,1.5,6,10
BCwave_b15n6s10,4,36.83308855082203,1.5,6,10
BCwave_b15n6s10,5,36.84334009660002,1.5,6,10
BCwave_b15n6s10,6,35.25919457747482,1.5,6,10
BCwave_b15n6s10,7,35.19700272562246,1.5,6,10
BCwave_b15n6s10,8,34.039020433374695,1.5,6,10
BCwave_b15n6s10,9,33.25284747256477,1.5,6,10
BCwave_b15n6s10,10,32.30783702738584,1.5,6,10
BCwave_b15n6s10,11,31.80349882814066,1.5,6,10
BCwave_b15n6s10,12,32.14036264632101,1.5,6,10
BCwave_b15n6s10,13,32.338005467496515,1.5,6,10
BCwave_b15n6s10,14,32.607222163762934,1.5,6,10
BCwave_b15n6s10,15,33.242247334103226,1.5,6,10
BCwave_b15n6s10,16,33.75661703319345,1.5,6,10
BCwave_b15n6s10,17,34.188180597769616,1.5,6,10
BCwave_b15n6s10,18,34.43552720728421,1.5,6,10
BCwave_b15n6s10,19,34.423579210003744,1.5,6,10
BCwave_b15n6s10,20,34.275156506837384,1.5,6,10
BCwave_b15n6s10,21,34.097578588417946,1.5,6,10
BCwave_b15n6s10,22,34.165968060131604,1.5,6,10
BCwave_b15n6s10,23,34.37057714952275,1.5,6,10
BCwave_b15n6s10,24,34.76892346941001,1.5,6,10
BCwave_b15n6s10,25,35.16986103896171,1.5,6,10
BCwave_b15n6s10,26,35.46218865779978,1.5,6,10
BCwave_b15n6s10,27,35.67929436562993,1.5,6,10
BCwave_b15n6s5,-27,36.58185181190862,1.5,6,5
BCwave_b15n6s5,-26,36.23464792483882,1.5,6,5
BCwave_b15n6s5,-25,36.26754013081677,1.5,6,5
BCwave_b15n6s5,-24,36.306028865307574,1.5,6,5
BCwave_b15n6s5,-23,35.80837939351936,1.5,6,5
BCwave_b15n6s5,-22,35.11532919714859,1.5,6,5
BCwave_b15n6s5,-21,35.418095055210806,1.5,6,5
BCwave_b15n6s5,-20,35.396131345138315,1.5,6,5
BCwave_b15n6s5,-19,34.802231233124004,1.5,6,5
BCwave_b15n6s5,-18,34.159501631072985,1.5,6,5
BCwave_b15n6s5,-17,34.97648478209116,1.5,6,5
BCwave_b15n6s5,-16,35.37381749832655,1.5,6,5
BCwave_b15n6s5,-15,35.629280911495925,1.5,6,5
BCwave_b15n6s5,-14,35.90258895730897,1.5,6,5
BCwave_b15n6s5,-13,36.1893237512684,1.5,6,5
BCwave_b15n6s5,-12,37.64508523025292,1.5,6,5
BCwave_b15n6s5,-11,38.04677781924071,1.5,6,5
BCwave_b15n6s5,-10,37.5651019703256,1.5,6,5
BCwave_b15n6s5,-9,37.81640196131106,1.5,6,5
BCwave_b15n6s5,-8,38.42274224972587,1.5,6,5
BCwave_b15n6s5,-7,38.916341338852156,1.5,6,5
BCwave_b15n6s5,-6,38.47148466421365,1.5,6,5
BCwave_b15n6s5,-5,38.26039238271977,1.5,6,5
BCwave_b15n6s5,-4,38.09181619640362,1.5,6,5
BCwave_b15n6s5,-3,38.06639034387282,1.5,6,5
BCwave_b15n6s5,-2,36.629978911918634,1.5,6,5
BCwave_b15n6s5,-1,36.72684751898877,1.5,6,5
BCwave_b15n6s5,0,36.303155818890154,1.5,6,5
BCwave_b15n6s5,1,35.456877293850866,1.5,6,5
BCwave_b15n6s5,2,35.184310262641475,1.5,6,5
BCwave_b15n6s5,3,34.425903825207705,1.5,6,5
BCwave_b15n6s5,4,34.29644224185625,1.5,6,5
BCwave_b15n6s5,5,33.67765357719674,1.5,6,5
BCwave_b15n6s5,6,32.91707236771569,1.5,6,5
BCwave_b15n6s5,7,32.33985417652053,1.5,6,5
BCwave_b15n6s5,8,31.549540005694404,1.5,6,5
BCwave_b15n6s5,9,30.928361656301693,1.5,6,5
BCwave_b15n6s5,10,30.5863360162526,1.5,6,5
BCwave_b15n6s5,11,30.61378594204997,1.5,6,5
BCwave_b15n6s5,12,30.863735459110536,1.5,6,5
BCwave_b15n6s5,13,31.07150673996291,1.5,6,5
BCwave_b15n6s5,14,31.24674429326859,1.5,6,5
BCwave_b15n6s5,15,31.531917989484043,1.5,6,5
BCwave_b15n6s5,16,31.799110972808062,1.5,6,5
BCwave_b15n6s5,17,32.03608903292841,1.5,6,5
BCwave_b15n6s5,18,32.287882211913434,1.5,6,5
BCwave_b15n6s5,19,32.53582545919356,1.5,6,5
BCwave_b15n6s5,20,32.7256697237216,1.5,6,5
BCwave_b15n6s5,21,32.88233077787151,1.5,6,5
BCwave_b15n6s5,22,33.05347734339966,1.5,6,5
BCwave_b15n6s5,23,33.27753686226205,1.5,6,5
BCwave_b15n6s5,24,33.4613597425433,1.5,6,5
BCwave_b15n6s5,25,33.55460532462626,1.5,6,5
BCwave_b15n6s5,26,33.61101755804334,1.5,6,5
BCwave_b15n6s5,27,33.68622558565325,1.5,6,5
BCwave_b1n1,-27,37.85334921805055,1.0,1,0
BCwave_b1n1,-26,38.61468520349871,1.0,1,0
BCwave_b1n1,-25,38.79826507660841,1.0,1,0
BCwave_b1n1,-24,38.503830233277945,1.0,1,0
BCwave_b1n1,-23,38.180849398754944,1.0,1,0
BCwave_b1n1,-22,38.07954240214759,1.0,1,0
BCwave_b1n1,-21,38.12423462525175,1.0,1,0
BCwave_b1n1,-20,38.231524009827524,1.0,1,0
BCwave_b1n1,-19,38.44027117705472,1.0,1,0
BCwave_b1n1,-18,37.92173730654402,1.0,1,0
BCwave_b1n1,-17,38.26905173282037,1.0,1,0
BCwave_b1n1,-16,38.068786289985745,1.0,1,0
BCwave_b1n1,-15,38.22574464820355,1.0,1,0
BCwave_b1n1,-14,38.36513340233735,1.0,1,0
BCwave_b1n1,-13,38.68971754122139,1.0,1,0
BCwave_b1n1,-12,39.06082263457034,1.0,1,0
BCwave_b1n1,-11,39.59861670307126,1.0,1,0
BCwave_b1n1,-10,39.506822448791304,1.0,1,0
BCwave_b1n1,-9,39.50421097437113,1.0,1,0
BCwave_b1n1,-8,39.579730738232946,1.0,1,0
BCwave_b1n1,-7,39.758673790291525,1.0,1,0
BCwave_b1n1,-6,40.470960762393794,1.0,1,0
BCwave_b1n1,-5,41.11841194911702,1.0,1,0
BCwave_b1n1,-4,41.04373814699993,1.0,1,0
BCwave_b1n1,-3,41.64656151887686,1.0,1,0
BCwave_b1n1,-2,41.7582603525353,1.0,1,0
BCwave_b1n1,-1,42.741484262856005,1.0,1,0
BCwave_b1n1,0,42.66897389040855,1.0,1,0
BCwave_b1n1,1,43.63997579247812,1.0,1,0
BCwave_b1n1,2,43.498717085284035,1.0,1,0
BCwave_b1n1,3,43.44257377372126,1.0,1,0
BCwave_b1n1,4,43.08034493017383,1.0,1,0
BCwave_b1n1,5,44.288982914388235,1.0,1,0
BCwave_b1n1,6,43.17270739348298,1.0,1,0
BCwave_b1n1,7,42.068661016274866,1.0,1,0
BCwave_b1n1,8,42.76630800565804,1.0,1,0
BCwave_b1n1,9,42.033643605280034,1.0,1,0
BCwave_b1n1,10,41.214196680295025,1.0,1,0
BCwave_b1n1,11,40.75049286418309,1.0,1,0
BCwave_b1n1,12,40.203394178751886,1.0,1,0
BCwave_b1n1,13,40.20846291235153,1.0,1,0
BCwave_b1n1,14,39.87524228228961,1.0,1,0
BCwave_b1n1,15,39.301831996362594,1.0,1,0
BCwave_b1n1,16,38.79525171603384,1.0,1,0
BCwave_b1n1,17,39.06601721357635,1.0,1,0
BCwave_b1n1,18,39.39449636855601,1.0,1,0
BCwave_b1n1,19,39.37218200778993,1.0,1,0
BCwave_b1n1,20,39.84913476201624,1.0,1,0
BCwave_b1n1,21,40.34237214728607,1.0,1,0
BCwave_b1n1,22,40.84714075656157,1.0,1,0
BCwave_b1n1,23,41.37902777496513,1.0,1,0
BCwave_b1n1,24,41.93883147410855,1.0,1,0
BCwave_b1n1,25,42.4759927822897,1.0,1,0
BCwave_b1n1,26,42.9826946809362,1.0,1,0
BCwave_b1n1,27,43.44846329640488,1.0,1,0
BCwave_b1n1s-10,-27,37.20128457488162,1.0,1,-10
BCwave_b1n1s-10,-26,37.449494104902485,1.0,1,-10
BCwave_b1n1s-10,-25,37.79327284397457,1.0,1,-10
BCwave_b1n1s-10,-24,38.160988023026746,1.0,1,-10
BCwave_b1n1s-10,-23,38.1874593604032,1.0,1,-10
BCwave_b1n1s-10,-22,38.41756753110127,1.0,1,-10
BCwave_b1n1s-10,-21,38.58633120927269,1.0,1,-10
BCwave_b1n1s-10,-20,38.449775825063035,1.0,1,-10
BCwave_b1n1s-10,-19,38.6468130854572,1.0,1,-10
BCwave_b1n1s-10,-18,38.91809151733053,1.0,1,-10
BCwave_b1n1s-10,-17,38.50971255903087,1.0,1,-10
BCwave_b1n1s-10,-16,38.60754272461012,1.0,1,-10
BCwave_b1n1s-10,-15,38.3097900597707,1.0,1,-10
BCwave_b1n1s-10,-14,37.94634000998,1.0,1,-10
BCwave_b1n1s-10,-13,38.07622597513318,1.0,1,-10
BCwave_b1n1s-10,-12,38.551452694195625,1.0,1,-10
BCwave_b1n1s-10,-11,37.85307725807829,1.0,1,-10
BCwave_b1n1s-10,-10,37.024470273325505,1.0,1,-10
BCwave_b1n1s-10,-9,36.13832041245289,1.0,1,-10
BCwave_b1n1s-10,-8,35.865198540965885,1.0,1,-10
BCwave_b1n1s-10,-7,36.9424206171355,1.0,1,-10
BCwave_b1n1s-10,-6,37.556195057813895,1.0,1,-10
BCwave_b1n1s-10,-5,36.66461788750218,1.0,1,-10
BCwave_b1n1s-10,-4,37.57296438363228,1.0,1,-10
BCwave_b1n1s-10,-3,38.46263144590218,1.0,1,-10
BCwave_b1n1s-10,-2,38.814353195783234,1.0,1,-10
BCwave_b1n1s-10,-1,38.389615027532386,1.0,1,-10
BCwave_b1n1s-10,0,37.981933769440786,1.0,1,-10
BCwave_b1n1s-10,1,38.71242773278177,1.0,1,-10
BCwave_b1n1s-10,2,38.75500851818032,1.0,1,-10
BCwave_b1n1s-5,-27,36.35117964017812,1.0,1,-5
BCwave_b1n1s-5,-26,36.20246728532053,1.0,1,-5
BCwave_b1n1s-5,-25,36.42025554981203,1.0,1,-5
BCwave_b1n1s-5,-24,36.245605518997934,1.0,1,-5
BCwave_b1n1s-5,-23,36.06036695576601,1.0,1,-5
BCwave_b1n1s-5,-22,36.316270213094036,1.0,1,-5
BCwave_b1n1s-5,-21,36.56724631842974,1.0,1,-5
BCwave_b1n1s-5,-20,36.76475189859661,1.0,1,-5
BCwave_b1n1s-5,-19,37.059290232679565,1.0,1,-5
BCwave_b1n1s-5,-18,37.27893576323747,1.0,1,-5
BCwave_b1n1s-5,-17,37.62204246592262,1.0,1,-5
BCwave_b1n1s-5,-16,38.082958127126794,1.0,1,-5
BCwave_b1n1s-5,-15,38.6333940777771,1.0,1,-5
BCwave_b1n1s-5,-14,38.82990714476243,1.0,1,-5
BCwave_b1n1s-5,-13,38.65233054045436,1.0,1,-5
BCwave_b1n1s-5,-12,38.820498220343595,1.0,1,-5
BCwave_b1n1s-5,-11,38.75677517123209,1.0,1,-5
BCwave_b1n1s-5,-10,38.9557056992148,1.0,1,-5
BCwave_b1n1s-5,-9,39.057538284060584,1.0,1,-5
BCwave_b1n1s-5,-8,39.43530473528686,1.0,1,-5
BCwave_b1n1s-5,-7,39.90676858992528,1.0,1,-5
BCwave_b1n1s-5,-6,39.966484876962014,1.0,1,-5
BCwave_b1n1s-5,-5,40.37605293945772,1.0,1,-5
BCwave_b1n1s-5,-4,40.266618893154096,1.0,1,-5
BCwave_b1n1s-5,-3,40.43173914793175,1.0,1,-5
BCwave_b1n1s-5,-2,40.784509901000966,1.0,1,-5
BCwave_b1n1s-5,-1,41.37544769710858,1.0,1,-5
BCwave_b1n1s-5,0,41.163262866656595,1.0,1,-5
BCwave_b1n1s-5,1,41.382378050164284,1.0,1,-5
BCwave_b1n1s-5,2,41.303803334149706,1.0,1,-5
BCwave_b1n1s-5,3,41.62191751292242,1.0,1,-5
BCwave_b1n1s-5,4,41.67032502057076,1.0,1,-5
BCwave_b1n1s-5,5,41.670327304712394,1.0,1,-5
BCwave_b1n1s-5,6,41.20232703637706,1.0,1,-5
BCwave_b1n1s-5,7,40.13481010952683,1.0,1,-5
BCwave_b1n1s-5,8,39.7167093795249,1.0,1,-5
BCwave_b1n1s-5,9,38.69881702995587,1.0,1,-5
BCwave_b1n1s-5,10,37.79751859736583,1.0,1,-5
BCwave_b1n1s-5,11,36.77857305842356,1.0,1,-5
BCwave_b1n1s-5,12,36.8871968949022,1.0,1,-5
BCwave_b1n1s-5,13,35.536163579489674,1.0,1,-5
BCwave_b1n1s-5,14,35.28218520617277,1.0,1,-5
BCwave_b1n1s-5,15,35.23822133506372,1.0,1,-5
BCwave_b1n1s-5,16,35.17782481972654,1.0,1,-5
BCwave_b1n1s-5,17,35.03335065703607,1.0,1,-5
BCwave_b1n1s-5,18,35.49662403084029,1.0,1,-5
BCwave_b1n1s-5,19,35.95694652870986,1.0,1,-5
BCwave_b1n1s-5,20,36.42846812970775,1.0,1,-5
BCwave_b1n1s-5,21,36.77905027653014,1.0,1,-5
BCwave_b1n1s-5,22,36.95662648678516,1.0,1,-5
BCwave_b1n1s-5,23,37.25072356598648,1.0,1,-5
BCwave_b1n1s-5,24,37.301737292912804,1.0,1,-5
BCwave_b1n1s-5,25,37.14147414658377,1.0,1,-5
BCwave_b1n1s-5,26,36.82167289644441,1.0,1,-5
BCwave_b1n1s-5,27,37.257514014601895,1.0,1,-5
BCwave_b1n1s10,-27,44.46251181407718,1.0,1,10
BCwave_b1n1s10,-26,43.84917887813207,1.0,1,10
BCwave_b1n1s10,-25,45.15427149946107,1.0,1,10
BCwave_b1n1s10,-24,44.960512664926014,1.0,1,10
BCwave_b1n1s10,-23,43.72497211054369,1.0,1,10
BCwave_b1n1s10,-22,44.53681683200067,1.0,1,10
BCwave_b1n1s10,-21,44.524959157735665,1.0,1,10
BCwave_b1n1s10,-20,43.81015013626304,1.0,1,10
BCwave_b1n1s10,-19,43.89229327876583,1.0,1,10
BCwave_b1n1s10,-18,44.00851345020595,1.0,1,10
BCwave_b1n1s10,-17,43.60156722940513,1.0,1,10
BCwave_b1n1s10,-16,43.03251776182846,1.0,1,10
BCwave_b1n1s10,-15,42.953407567591434,1.0,1,10
BCwave_b1n1s10,-14,42.238146418960696,1.0,1,10
BCwave_b1n1s10,-13,41.481392737431996,1.0,1,10
BCwave_b1n1s10,-12,42.038230526076134,1.0,1,10
BCwave_b1n1s10,-11,43.28348383865438,1.0,1,10
BCwave_b1n1s10,-10,43.4386604211891,1.0,1,10
BCwave_b1n1s10,-9,42.62278140836584,1.0,1,10
BCwave_b1n1s10,-8,43.938823943201236,1.0,1,10
BCwave_b1n1s10,-7,45.327662605183505,1.0,1,10
BCwave_b1n1s10,-6,45.47817292438599,1.0,1,10
BCwave_b1n1s10,-5,44.38231131523206,1.0,1,10
BCwave_b1n1s10,-4,44.94510759826612,1.0,1,10
BCwave_b1n1s10,-3,46.09797234413409,1.0,1,10
BCwave_b1n1s10,-2,45.32892700599345,1.0,1,10
BCwave_b1n1s10,-1,46.0528957316593,1.0,1,10
BCwave_b1n1s10,0,46.7824052636788,1.0,1,10
BCwave_b1n1s10,1,46.188506384072234,1.0,1,10
BCwave_b1n1s10,2,48.39666831297157,1.0,1,10
BCwave_b1n1s10,3,47.47473199605526,1.0,1,10
BCwave_b1n1s10,4,48.18375797376751,1.0,1,10
BCwave_b1n1s10,5,49.34207822814162,1.0,1,10
BCwave_b1n1s10,6,47.44539038825613,1.0,1,10
BCwave_b1n1s10,7,49.786680232515245,1.0,1,10
BCwave_b1n1s10,8,48.013552292136794,1.0,1,10
BCwave_b1n1s10,9,48.4823719916563,1.0,1,10
BCwave_b1n1s10,10,47.799975771741046,1.0,1,10
BCwave_b1n1s10,11,45.32902908768664,1.0,1,10
BCwave_b1n1s10,12,45.46473826679435,1.0,1,10
BCwave_b1n1s10,13,44.604266239617665,1.0,1,10
BCwave_b1n1s10,14,45.179886718990765,1.0,1,10
BCwave_b1n1s10,15,45.451615869329984,1.0,1,10
BCwave_b1n1s10,16,45.51568188583217,1.0,1,10
BCwave_b1n1s10,17,46.051976260898286,1.0,1,10
BCwave_b1n1s10,18,46.4098460886671,1.0,1,10
BCwave_b1n1s10,19,46.40741878952854,1.0,1,10
BCwave_b1n1s10,20,46.34753885497517,1.0,1,10
BCwave_b1n1s10,21,45.982839309611975,1.0,1,10
BCwave_b1n1s10,22,45.55588328876929,1.0,1,10
BCwave_b1n1s10,23,45.90055583758678,1.0,1,10
BCwave_b1n1s10,24,45.74423684351117,1.0,1,10
BCwave_b1n1s10,25,44.87462942852204,1.0,1,10
BCwave_b1n1s10,26,44.36070149598051,1.0,1,10
BCwave_b1n1s10,27,43.817924783105845,1.0,1,10
BCwave_b1n1s5,-27,41.41766180869044,1.0,1,5
BCwave_b1n1s5,-26,41.02899781161757,1.0,1,5
BCwave_b1n1s5,-25,41.499468067908126,1.0,1,5
BCwave_b1n1s5,-24,41.872383750895025,1.0,1,5
BCwave_b1n1s5,-23,41.252820013206524,1.0,1,5
BCwave_b1n1s5,-22,41.14829593861645,1.0,1,5
BCwave_b1n1s5,-21,41.32225765460102,1.0,1,5
BCwave_b1n1s5,-20,40.984614073759886,1.0,1,5
BCwave_b1n1s5,-19,41.081125028608184,1.0,1,5
BCwave_b1n1s5,-18,40.90449780004594,1.0,1,5
BCwave_b1n1s5,-17,40.211006247639844,1.0,1,5
BCwave_b1n1s5,-16,40.58985984034427,1.0,1,5
BCwave_b1n1s5,-15,40.58141411487208,1.0,1,5
BCwave_b1n1s5,-14,40.3653154342794,1.0,1,5
BCwave_b1n1s5,-13,40.62360092692733,1.0,1,5
BCwave_b1n1s5,-12,41.1458032136034,1.0,1,5
BCwave_b1n1s5,-11,40.834091627511384,1.0,1,5
BCwave_b1n1s5,-10,40.85785508287398,1.0,1,5
BCwave_b1n1s5,-9,41.0713482585991,1.0,1,5
BCwave_b1n1s5,-8,40.996101381963186,1.0,1,5
BCwave_b1n1s5,-7,41.74574824306988,1.0,1,5
BCwave_b1n1s5,-6,42.21934354133768,1.0,1,5
BCwave_b1n1s5,-5,42.41136624714941,1.0,1,5
BCwave_b1n1s5,-4,42.523838716661245,1.0,1,5
BCwave_b1n1s5,-3,43.81960481271613,1.0,1,5
BCwave_b1n1s5,-2,45.152961969042494,1.0,1,5
BCwave_b1n1s5,-1,44.7537295565911,1.0,1,5
BCwave_b1n1s5,0,44.13699058564028,1.0,1,5
BCwave_b1n1s5,1,46.56612437004457,1.0,1,5
BCwave_b1n1s5,2,46.55659290543508,1.0,1,5
BCwave_b1n1s5,3,44.6287430356607,1.0,1,5
BCwave_b1n1s5,4,46.32383904273602,1.0,1,5
BCwave_b1n1s5,5,46.36458829098836,1.0,1,5
BCwave_b1n1s5,6,46.403371286258384,1.0,1,5
BCwave_b1n1s5,7,47.18285404759261,1.0,1,5
BCwave_b1n1s5,8,45.18873192246169,1.0,1,5
BCwave_b1n1s5,9,47.326940044188596,1.0,1,5
BCwave_b1n1s5,10,45.14088414095858,1.0,1,5
BCwave_b1n1s5,11,45.4910309953549,1.0,1,5
BCwave_b1n1s5,12,43.72883516035385,1.0,1,5
BCwave_b1n1s5,13,42.084642240203074,1.0,1,5
BCwave_b1n1s5,14,42.041410736531645,1.0,1,5
BCwave_b1n1s5,15,43.04462488174948,1.0,1,5
BCwave_b1n1s5,16,44.08376165790096,1.0,1,5
BCwave_b1n1s5,17,45.22951720255245,1.0,1,5
BCwave_b1n1s5,18,46.30006758058732,1.0,1,5
BCwave_b1n1s5,19,47.14916433376461,1.0,1,5
BCwave_b1n1s5,20,48.09385847795126,1.0,1,5
BCwave_b1n1s5,21,48.69163934281657,1.0,1,5
BCwave_b1n1s5,22,48.68862119131729,1.0,1,5
BCwave_b1n1s5,23,48.511340473425705,1.0,1,5
BCwave_b1n1s5,24,48.44552530585017,1.0,1,5
BCwave_b1n1s5,25,48.05974768404989,1.0,1,5
BCwave_b1n1s5,26,47.05860026383403,1.0,1,5
BCwave_b1n1s5,27,46.2427613303052,1.0,1,5
BCwave_b1n3,-27,32.478076235111565,1.0,3,0
BCwave_b1n3,-26,32.301030245163176,1.0,3,0
BCwave_b1n3,-25,32.948343116189506,1.0,3,0
BCwave_b1n3,-24,33.12476697167426,1.0,3,0
BCwave_b1n3,-23,32.99442042597731,1.0,3,0
BCwave_b1n3,-22,33.880484436596134,1.0,3,0
BCwave_b1n3,-21,33.65747879730154,1.0,3,0
BCwave_b1n3,-20,32.732181871829674,1.0,3,0
BCwave_b1n3,-19,33.288912504043296,1.0,3,0
BCwave_b1n3,-18,33.70978522422686,1.0,3,0
BCwave_b1n3,-17,34.021014878808074,1.0,3,0
